"Tiempo (s) Serie Nº 1","Posición (m) Serie Nº 1","Fuerza (N) Serie Nº 1","Velocidad (mm/min) Serie Nº 1"
12.750,7.87400E-5,220,0.25
12.800,7.93750E-5,220,0.25
12.850,7.93750E-5,222,0.25
12.900,7.93750E-5,222,0.25
12.950,8.00100E-5,223,0.38
13.000,8.00100E-5,225,0.38
13.050,8.06450E-5,225,0.38
13.100,8.06450E-5,226,0.38
13.150,8.12800E-5,227,0.25
13.200,8.12800E-5,228,0.25
13.250,8.12800E-5,229,0.38
13.300,8.19150E-5,231,0.51
13.350,8.25500E-5,233,0.38
13.400,8.25500E-5,234,0.25
13.450,8.25500E-5,233,0.25
13.500,8.31850E-5,235,0.25
13.550,8.31850E-5,235,0.25
13.600,8.31850E-5,235,0.25
13.650,8.38200E-5,236,0.25
13.700,8.38200E-5,237,0.25
13.750,8.38200E-5,239,0.25
13.800,8.44550E-5,240,0.38
13.850,8.44550E-5,240,0.38
13.900,8.50900E-5,241,0.25
13.950,8.50900E-5,242,0.13
14.000,8.50900E-5,243,0.13
14.050,8.50900E-5,243,0.25
14.100,8.57250E-5,243,0.25
14.150,8.57250E-5,244,0.13
14.200,8.57250E-5,243,0.13
14.250,8.57250E-5,245,0.25
14.300,8.63600E-5,245,0.25
14.350,8.63600E-5,246,0.25
14.400,8.63600E-5,247,0.38
14.450,8.69950E-5,248,0.63
14.500,8.76300E-5,250,0.63
14.550,8.82650E-5,253,0.51
14.600,8.82650E-5,254,0.38
14.650,8.89000E-5,254,0.38
14.700,8.89000E-5,256,0.38
14.750,8.95350E-5,257,0.38
14.800,8.95350E-5,258,0.51
14.850,9.01700E-5,259,0.51
14.900,9.08050E-5,262,0.51
14.950,9.08050E-5,262,0.38
15.000,9.14400E-5,264,0.38
15.050,9.14400E-5,265,0.51
15.100,9.20750E-5,268,0.63
15.150,9.27100E-5,269,0.76
15.200,9.33450E-5,271,0.76
15.250,9.39800E-5,272,0.76
15.300,9.46150E-5,276,0.76
15.350,9.52500E-5,278,0.89
15.400,9.58850E-5,280,0.89
15.450,9.71550E-5,285,0.64
15.500,9.71550E-5,285,0.38
15.550,9.71550E-5,285,0.25
15.600,9.77900E-5,286,0.25
15.650,9.77900E-5,286,0.13
15.700,9.77900E-5,287,0.13
15.750,9.77900E-5,288,0.38
15.800,9.84250E-5,288,0.76
15.850,9.90600E-5,290,1.14
15.900,1.00330E-4,296,1.40
15.950,1.01600E-4,301,1.52
16.000,1.02870E-4,305,1.27
16.050,1.04140E-4,310,0.89
16.100,1.04140E-4,312,0.64
16.150,1.04775E-4,315,0.64
16.200,1.05410E-4,315,0.76
16.250,1.06045E-4,318,0.76
16.300,1.06680E-4,321,0.63
16.350,1.07315E-4,322,0.51
16.400,1.07315E-4,324,0.51
16.450,1.07950E-4,326,0.63
16.500,1.08585E-4,328,0.76
16.550,1.09220E-4,331,0.63
16.600,1.09855E-4,332,0.51
16.650,1.09855E-4,334,0.51
16.700,1.10490E-4,335,0.63
16.750,1.11125E-4,337,0.63
16.800,1.11760E-4,339,0.51
16.850,1.11760E-4,342,0.38
16.900,1.12395E-4,343,0.25
16.950,1.12395E-4,343,0.13
17.000,1.12395E-4,343,0.00
17.050,1.12395E-4,343,0.00
17.100,1.12395E-4,342,0.00
17.150,1.12395E-4,342,0.00
17.200,1.12395E-4,342,0.00
17.250,1.12395E-4,343,0.00
17.300,1.12395E-4,342,0.00
17.350,1.12395E-4,342,0.00
17.400,1.12395E-4,342,0.00
17.450,1.12395E-4,342,0.00
17.500,1.12395E-4,342,0.00
17.550,1.12395E-4,341,0.00
17.600,1.12395E-4,342,0.00
17.650,1.12395E-4,342,0.00
17.700,1.12395E-4,342,0.00
17.750,1.12395E-4,341,0.00
17.800,1.12395E-4,342,0.00
17.850,1.12395E-4,341,0.00
17.900,1.12395E-4,341,0.00
17.950,1.12395E-4,342,0.00
18.000,1.12395E-4,340,0.13
18.050,1.12395E-4,342,0.38
18.100,1.13030E-4,343,0.63
18.150,1.13665E-4,345,0.76
18.200,1.14300E-4,349,0.76
18.250,1.14935E-4,352,0.63
18.300,1.15570E-4,355,0.51
18.350,1.15570E-4,355,0.51
18.400,1.16205E-4,358,0.64
18.450,1.16840E-4,362,0.76
18.500,1.17475E-4,364,0.89
18.550,1.18110E-4,367,1.02
18.600,1.19380E-4,371,1.14
18.650,1.20015E-4,376,1.14
18.700,1.21285E-4,379,0.89
18.750,1.21920E-4,382,0.64
18.800,1.21920E-4,384,0.38
18.850,1.22555E-4,384,0.38
18.900,1.22555E-4,386,0.38
18.950,1.23190E-4,386,0.38
19.000,1.23190E-4,388,0.51
19.050,1.23825E-4,390,0.63
19.100,1.24460E-4,393,0.76
19.150,1.25095E-4,396,0.76
19.200,1.25730E-4,399,0.64
19.250,1.26365E-4,400,0.51
19.300,1.26365E-4,401,0.38
19.350,1.27000E-4,402,0.38
19.400,1.27000E-4,403,0.38
19.450,1.27635E-4,406,0.38
19.500,1.27635E-4,407,0.51
19.550,1.28270E-4,409,0.64
19.600,1.28905E-4,411,0.63
19.650,1.29540E-4,413,0.51
19.700,1.29540E-4,415,0.38
19.750,1.30175E-4,415,0.25
19.800,1.30175E-4,417,0.25
19.850,1.30175E-4,417,0.25
19.900,1.30810E-4,418,0.38
19.950,1.30810E-4,421,0.51
20.000,1.31445E-4,423,0.63
20.050,1.32080E-4,425,0.76
20.100,1.32715E-4,427,0.63
20.150,1.33350E-4,429,0.51
20.200,1.33350E-4,432,0.51
20.250,1.33985E-4,433,0.63
20.300,1.34620E-4,436,0.76
20.350,1.35255E-4,439,0.76
20.400,1.35890E-4,441,0.76
20.450,1.36525E-4,444,0.76
20.500,1.37160E-4,447,0.64
20.550,1.37795E-4,448,0.51
20.600,1.37795E-4,450,0.38
20.650,1.38430E-4,452,0.25
20.700,1.38430E-4,452,0.13
20.750,1.38430E-4,453,0.13
20.800,1.38430E-4,453,0.25
20.850,1.39065E-4,454,0.25
20.900,1.39065E-4,454,0.13
20.950,1.39065E-4,455,0.13
21.000,1.39065E-4,456,0.25
21.050,1.39700E-4,458,0.25
21.100,1.39700E-4,458,0.25
21.150,1.39700E-4,458,0.25
21.200,1.40335E-4,460,0.38
21.250,1.40335E-4,460,0.38
21.300,1.40970E-4,461,0.38
21.350,1.40970E-4,464,0.51
21.400,1.41605E-4,466,0.51
21.450,1.42240E-4,469,0.51
21.500,1.42240E-4,471,0.51
21.550,1.42875E-4,472,0.51
21.600,1.43510E-4,475,0.51
21.650,1.43510E-4,476,0.38
21.700,1.44145E-4,478,0.25
21.750,1.44145E-4,479,0.25
21.800,1.44145E-4,479,0.25
21.850,1.44780E-4,479,0.38
21.900,1.44780E-4,481,0.38
21.950,1.45415E-4,483,0.38
22.000,1.45415E-4,485,0.51
22.050,1.46050E-4,487,0.51
22.100,1.46685E-4,488,0.51
22.150,1.46685E-4,490,0.38
22.200,1.47320E-4,492,0.38
22.250,1.47320E-4,494,0.51
22.300,1.47955E-4,497,0.51
22.350,1.48590E-4,497,0.38
22.400,1.48590E-4,498,0.25
22.450,1.48590E-4,499,0.25
22.500,1.49225E-4,500,0.38
22.550,1.49225E-4,502,0.38
22.600,1.49860E-4,502,0.25
22.650,1.49860E-4,504,0.25
22.700,1.49860E-4,505,0.25
22.750,1.50495E-4,507,0.25
22.800,1.50495E-4,506,0.13
22.850,1.50495E-4,507,0.00
22.900,1.50495E-4,507,0.00
22.950,1.50495E-4,508,0.13
23.000,1.50495E-4,509,0.25
23.050,1.51130E-4,509,0.38
23.100,1.51130E-4,510,0.38
23.150,1.51765E-4,513,0.25
23.200,1.51765E-4,513,0.13
23.250,1.51765E-4,514,0.13
23.300,1.51765E-4,514,0.25
23.350,1.52400E-4,515,0.25
23.400,1.52400E-4,516,0.25
23.450,1.52400E-4,518,0.38
23.500,1.53035E-4,520,0.64
23.550,1.53670E-4,522,0.76
23.600,1.54305E-4,525,0.76
23.650,1.54940E-4,527,0.64
23.700,1.55575E-4,529,0.38
23.750,1.55575E-4,531,0.13
23.800,1.55575E-4,531,0.13
23.850,1.55575E-4,532,0.25
23.900,1.56210E-4,534,0.38
23.950,1.56210E-4,535,0.38
24.000,1.56845E-4,536,0.38
24.050,1.56845E-4,537,0.51
24.100,1.57480E-4,539,0.51
24.150,1.58115E-4,541,0.51
24.200,1.58115E-4,545,0.51
24.250,1.58750E-4,546,0.64
24.300,1.59385E-4,548,0.63
24.350,1.60020E-4,551,0.51
24.400,1.60020E-4,552,0.51
24.450,1.60655E-4,555,0.64
24.500,1.61290E-4,558,0.64
24.550,1.61925E-4,559,0.38
24.600,1.61925E-4,561,0.13
24.650,1.61925E-4,561,0.00
24.700,1.61925E-4,561,0.13
24.750,1.61925E-4,562,0.38
24.800,1.62560E-4,563,0.64
24.850,1.63195E-4,565,0.76
24.900,1.63830E-4,568,0.76
24.950,1.64465E-4,573,0.63
25.000,1.65100E-4,576,0.51
25.050,1.65100E-4,577,0.38
25.100,1.65735E-4,578,0.38
25.150,1.65735E-4,579,0.38
25.200,1.66370E-4,581,0.38
25.250,1.66370E-4,583,0.38
25.300,1.67005E-4,584,0.25
25.350,1.67005E-4,584,0.25
25.400,1.67005E-4,584,0.25
25.450,1.67640E-4,586,0.38
25.500,1.67640E-4,587,0.51
25.550,1.68275E-4,590,0.64
25.600,1.68910E-4,593,0.76
25.650,1.69545E-4,595,0.76
25.700,1.70180E-4,598,0.64
25.750,1.70815E-4,601,0.38
25.800,1.70815E-4,603,0.25
25.850,1.70815E-4,604,0.25
25.900,1.71450E-4,604,0.25
25.950,1.71450E-4,604,0.25
26.000,1.71450E-4,605,0.38
26.050,1.72085E-4,607,0.51
26.100,1.72720E-4,610,0.38
26.150,1.72720E-4,612,0.25
26.200,1.72720E-4,612,0.25
26.250,1.73355E-4,613,0.25
26.300,1.73355E-4,613,0.13
26.350,1.73355E-4,614,0.13
26.400,1.73355E-4,615,0.38
26.450,1.73990E-4,616,0.64
26.500,1.74625E-4,619,0.76
26.550,1.75260E-4,623,0.76
26.600,1.75895E-4,626,0.64
26.650,1.76530E-4,628,0.38
26.700,1.76530E-4,629,0.25
26.750,1.76530E-4,629,0.25
26.800,1.77165E-4,631,0.25
26.850,1.77165E-4,631,0.25
26.900,1.77165E-4,631,0.25
26.950,1.77800E-4,634,0.38
27.000,1.77800E-4,634,0.51
27.050,1.78435E-4,637,0.64
27.100,1.79070E-4,639,0.64
27.150,1.79705E-4,642,0.51
27.200,1.79705E-4,644,0.38
27.250,1.80340E-4,647,0.38
27.300,1.80340E-4,648,0.38
27.350,1.80975E-4,648,0.25
27.400,1.80975E-4,650,0.25
27.450,1.80975E-4,651,0.25
27.500,1.81610E-4,652,0.38
27.550,1.81610E-4,654,0.38
27.600,1.82245E-4,654,0.38
27.650,1.82245E-4,656,0.51
27.700,1.82880E-4,658,0.51
27.750,1.83515E-4,660,0.51
27.800,1.83515E-4,663,0.51
27.850,1.84150E-4,664,0.51
27.900,1.84785E-4,666,0.38
27.950,1.84785E-4,668,0.25
28.000,1.84785E-4,669,0.25
28.050,1.85420E-4,669,0.25
28.100,1.85420E-4,670,0.13
28.150,1.85420E-4,671,0.13
28.200,1.85420E-4,672,0.25
28.250,1.86055E-4,673,0.25
28.300,1.86055E-4,674,0.13
28.350,1.86055E-4,673,0.13
28.400,1.86055E-4,674,0.25
28.450,1.86690E-4,675,0.25
28.500,1.86690E-4,675,0.13
28.550,1.86690E-4,676,0.13
28.600,1.86690E-4,677,0.25
28.650,1.87325E-4,678,0.25
28.700,1.87325E-4,680,0.25
28.750,1.87325E-4,680,0.25
28.800,1.87960E-4,681,0.25
28.850,1.87960E-4,682,0.25
28.900,1.87960E-4,683,0.25
28.950,1.88595E-4,685,0.38
29.000,1.88595E-4,686,0.38
29.050,1.89230E-4,688,0.25
29.100,1.89230E-4,688,0.13
29.150,1.89230E-4,690,0.13
29.200,1.89230E-4,689,0.25
29.250,1.89865E-4,691,0.25
29.300,1.89865E-4,691,0.13
29.350,1.89865E-4,692,0.00
29.400,1.89865E-4,692,0.13
29.450,1.89865E-4,693,0.25
29.500,1.90500E-4,693,0.38
29.550,1.90500E-4,694,0.38
29.600,1.91135E-4,696,0.38
29.650,1.91135E-4,697,0.38
29.700,1.91770E-4,699,0.25
29.750,1.91770E-4,700,0.13
29.800,1.91770E-4,701,0.13
29.850,1.91770E-4,702,0.25
29.900,1.92405E-4,703,0.25
29.950,1.92405E-4,703,0.13
30.000,1.92405E-4,703,0.13
30.050,1.92405E-4,704,0.25
30.100,1.93040E-4,705,0.25
30.150,1.93040E-4,705,0.13
30.200,1.93040E-4,706,0.00
30.250,1.93040E-4,707,0.13
30.300,1.93040E-4,708,0.25
30.350,1.93675E-4,708,0.25
30.400,1.93675E-4,709,0.25
30.450,1.93675E-4,710,0.25
30.500,1.94310E-4,711,0.25
30.550,1.94310E-4,712,0.13
30.600,1.94310E-4,712,0.13
30.650,1.94310E-4,713,0.25
30.700,1.94945E-4,713,0.25
30.750,1.94945E-4,715,0.25
30.800,1.94945E-4,715,0.25
30.850,1.95580E-4,716,0.25
30.900,1.95580E-4,718,0.25
30.950,1.95580E-4,719,0.25
31.000,1.96215E-4,720,0.25
31.050,1.96215E-4,720,0.25
31.100,1.96215E-4,722,0.25
31.150,1.96850E-4,723,0.38
31.200,1.96850E-4,725,0.38
31.250,1.97485E-4,726,0.25
31.300,1.97485E-4,727,0.25
31.350,1.97485E-4,728,0.25
31.400,1.98120E-4,729,0.25
31.450,1.98120E-4,730,0.13
31.500,1.98120E-4,730,0.00
31.550,1.98120E-4,731,0.13
31.600,1.98120E-4,732,0.25
31.650,1.98755E-4,731,0.38
31.700,1.98755E-4,733,0.38
31.750,1.99390E-4,734,0.38
31.800,1.99390E-4,736,0.38
31.850,2.00025E-4,738,0.38
31.900,2.00025E-4,739,0.38
31.950,2.00660E-4,742,0.38
32.000,2.00660E-4,743,0.38
32.050,2.01295E-4,744,0.38
32.100,2.01295E-4,746,0.38
32.150,2.01930E-4,747,3.81
32.200,2.01930E-4,747,7.49
32.250,2.19710E-4,-19,7.62
32.300,2.20980E-4,-21,4.06
32.350,2.20980E-4,-22,0.25
32.400,2.20980E-4,-21,0.00
32.450,2.20980E-4,-21,0.00
32.500,2.20980E-4,-22,0.00
32.550,2.20980E-4,-22,0.00
32.600,2.20980E-4,-21,0.00
32.650,2.20980E-4,-22,0.00
32.700,2.20980E-4,-21,0.00
32.750,2.20980E-4,-21,0.00
32.800,2.20980E-4,-21,0.00
32.850,2.20980E-4,-21,0.00
32.900,2.20980E-4,-22,0.00
32.950,2.20980E-4,-21,0.00
33.000,2.20980E-4,-21,-0.13
33.050,2.20980E-4,-21,-0.25
33.100,2.20345E-4,-22,-0.25
33.150,2.20345E-4,-22,-0.13
33.200,2.20345E-4,-22,0.00
33.250,2.20345E-4,-22,0.00
33.300,2.20345E-4,-22,0.00
33.350,2.20345E-4,-22,0.00
33.400,2.20345E-4,-22,0.00
33.450,2.20345E-4,-22,0.00
33.500,2.20345E-4,-21,0.00
33.550,2.20345E-4,-22,0.00
33.600,2.20345E-4,-21,0.00
33.650,2.20345E-4,-21,0.00
33.700,2.20345E-4,-21,0.00
33.750,2.20345E-4,-22,
