"Tiempo (s) Serie Nº 1","Posición (m) Serie Nº 1","Fuerza (N) Serie Nº 1","Velocidad (mm/min) Serie Nº 1"
12.500,9.77900E-5,88,0.63
12.550,9.84250E-5,90,0.51
12.600,9.84250E-5,91,0.64
12.650,9.90600E-5,91,0.89
12.700,1.00330E-4,90,1.14
12.750,1.00965E-4,92,1.14
12.800,1.02235E-4,93,0.89
12.850,1.02870E-4,93,0.51
12.900,1.02870E-4,94,0.13
12.950,1.02870E-4,93,0.00
13.000,1.02870E-4,93,0.13
13.050,1.02870E-4,93,0.38
13.100,1.03505E-4,94,0.63
13.150,1.04140E-4,95,0.76
13.200,1.04775E-4,95,0.64
13.250,1.05410E-4,96,0.51
13.300,1.05410E-4,96,0.64
13.350,1.06045E-4,96,0.89
13.400,1.07315E-4,97,1.02
13.450,1.07950E-4,99,0.89
13.500,1.08585E-4,99,0.63
13.550,1.09220E-4,98,0.51
13.600,1.09220E-4,99,0.38
13.650,1.09855E-4,100,0.38
13.700,1.09855E-4,99,0.51
13.750,1.10490E-4,100,0.63
13.800,1.11125E-4,101,0.63
13.850,1.11760E-4,101,0.51
13.900,1.11760E-4,101,0.38
13.950,1.12395E-4,101,0.38
14.000,1.12395E-4,101,0.38
14.050,1.13030E-4,101,0.25
14.100,1.13030E-4,102,0.25
14.150,1.13030E-4,103,0.25
14.200,1.13665E-4,104,0.25
14.250,1.13665E-4,103,0.25
14.300,1.13665E-4,103,0.25
14.350,1.14300E-4,103,0.38
14.400,1.14300E-4,104,0.38
14.450,1.14935E-4,104,0.38
14.500,1.14935E-4,104,0.38
14.550,1.15570E-4,104,0.38
14.600,1.15570E-4,105,0.38
14.650,1.16205E-4,105,0.38
14.700,1.16205E-4,105,0.51
14.750,1.16840E-4,105,0.63
14.800,1.17475E-4,106,0.76
14.850,1.18110E-4,106,0.76
14.900,1.18745E-4,108,0.63
14.950,1.19380E-4,108,0.51
15.000,1.19380E-4,108,0.51
15.050,1.20015E-4,109,0.51
15.100,1.20650E-4,109,0.51
15.150,1.20650E-4,109,0.38
15.200,1.21285E-4,110,0.38
15.250,1.21285E-4,110,0.51
15.300,1.21920E-4,111,0.76
15.350,1.22555E-4,111,1.02
15.400,1.23825E-4,112,1.02
15.450,1.24460E-4,113,0.89
15.500,1.25095E-4,113,0.76
15.550,1.25730E-4,114,0.64
15.600,1.26365E-4,115,0.51
15.650,1.26365E-4,115,0.38
15.700,1.27000E-4,115,0.38
15.750,1.27000E-4,114,0.38
15.800,1.27635E-4,115,0.38
15.850,1.27635E-4,116,0.51
15.900,1.28270E-4,116,0.64
15.950,1.28905E-4,117,0.63
16.000,1.29540E-4,116,0.51
16.050,1.29540E-4,117,0.38
16.100,1.30175E-4,118,0.25
16.150,1.30175E-4,117,0.13
16.200,1.30175E-4,117,0.13
16.250,1.30175E-4,117,0.51
16.300,1.30810E-4,118,0.89
16.350,1.32080E-4,119,1.02
16.400,1.32715E-4,120,0.89
16.450,1.33350E-4,120,0.64
16.500,1.33985E-4,121,0.51
16.550,1.33985E-4,122,0.51
16.600,1.34620E-4,121,0.64
16.650,1.35255E-4,121,0.76
16.700,1.35890E-4,122,0.76
16.750,1.36525E-4,123,0.76
16.800,1.37160E-4,124,0.76
16.850,1.37795E-4,124,0.76
16.900,1.38430E-4,125,0.76
16.950,1.39065E-4,125,0.89
17.000,1.39700E-4,125,1.02
17.050,1.40970E-4,127,1.14
17.100,1.41605E-4,128,1.14
17.150,1.42875E-4,127,1.14
17.200,1.43510E-4,130,1.14
17.250,1.44780E-4,130,0.89
17.300,1.45415E-4,130,0.63
17.350,1.45415E-4,130,0.51
17.400,1.46050E-4,130,0.76
17.450,1.46685E-4,132,1.14
17.500,1.47955E-4,133,1.40
17.550,1.49225E-4,134,1.52
17.600,1.50495E-4,136,1.27
17.650,1.51765E-4,136,0.89
17.700,1.51765E-4,136,0.64
17.750,1.52400E-4,137,0.64
17.800,1.53035E-4,137,0.76
17.850,1.53670E-4,137,0.76
17.900,1.54305E-4,138,0.63
17.950,1.54940E-4,138,0.38
18.000,1.54940E-4,139,0.25
18.050,1.54940E-4,139,0.38
18.100,1.55575E-4,139,0.76
18.150,1.56210E-4,139,1.27
18.200,1.57480E-4,141,1.65
18.250,1.59385E-4,142,1.78
18.300,1.60655E-4,144,1.40
18.350,1.61925E-4,145,1.14
18.400,1.61925E-4,145,1.52
18.450,1.63830E-4,15,2.03
18.500,1.66370E-4,-20,1.91
18.550,1.67640E-4,-21,1.02
18.600,1.67640E-4,-21,0.25
18.650,1.67640E-4,-21,0.00
18.700,1.67640E-4,-21,0.00
18.750,1.67640E-4,-21,0.00
18.800,1.67640E-4,-21,0.00
18.850,1.67640E-4,-21,0.00
18.900,1.67640E-4,-20,0.00
18.950,1.67640E-4,-20,0.00
19.000,1.67640E-4,-20,0.00
19.050,1.67640E-4,-22,0.00
19.100,1.67640E-4,-21,0.00
19.150,1.67640E-4,-21,0.00
19.200,1.67640E-4,-21,0.00
19.250,1.67640E-4,-21,0.00
19.300,1.67640E-4,-21,0.00
19.350,1.67640E-4,-20,0.00
19.400,1.67640E-4,-21,0.00
19.450,1.67640E-4,-21,0.00
19.500,1.67640E-4,-20,0.00
19.550,1.67640E-4,-20,0.00
19.600,1.67640E-4,-20,0.00
19.650,1.67640E-4,-21,0.00
19.700,1.67640E-4,-21,0.00
19.750,1.67640E-4,-20,0.00
19.800,1.67640E-4,-21,0.00
19.850,1.67640E-4,-21,0.00
19.900,1.67640E-4,-21,0.00
19.950,1.67640E-4,-22,0.00
20.000,1.67640E-4,-21,0.00
20.050,1.67640E-4,-21,0.00
20.100,1.67640E-4,-22,0.00
20.150,1.67640E-4,-21,0.00
20.200,1.67640E-4,-21,0.00
20.250,1.67640E-4,-21,0.00
20.300,1.67640E-4,-21,0.00
20.350,1.67640E-4,-21,0.00
20.400,1.67640E-4,-21,0.00
20.450,1.67640E-4,-20,
