"Tiempo (s) Serie Nº 1","Posición (m) Serie Nº 1","Fuerza (N) Serie Nº 1","Velocidad (mm/min) Serie Nº 1"
0.000,0.00000,0,
0.050,0.00000,0,0.00
0.100,0.00000,0,0.00
0.150,0.00000,0,0.00
0.200,0.00000,0,0.00
0.250,0.00000,0,0.00
0.300,0.00000,0,0.00
0.350,0.00000,0,0.00
0.400,0.00000,0,0.00
0.450,0.00000,0,0.00
0.500,0.00000,0,0.00
0.550,0.00000,0,0.00
0.600,0.00000,0,0.00
0.650,0.00000,0,0.00
0.700,0.00000,0,0.00
0.750,0.00000,0,0.00
0.800,0.00000,0,0.00
0.850,0.00000,0,0.00
0.900,0.00000,0,0.00
0.950,0.00000,0,0.00
1.000,0.00000,0,0.00
1.050,0.00000,1,0.00
1.100,0.00000,1,0.00
1.150,0.00000,0,0.00
1.200,0.00000,0,0.00
1.250,0.00000,0,0.00
1.300,0.00000,0,0.13
1.350,0.00000,0,0.51
1.400,6.35000E-7,1,1.02
1.450,1.90500E-6,2,1.27
1.500,3.17500E-6,3,1.14
1.550,3.81000E-6,5,0.89
1.600,4.44500E-6,6,0.89
1.650,5.08000E-6,7,0.89
1.700,6.35000E-6,7,0.76
1.750,6.35000E-6,8,0.63
1.800,6.98500E-6,9,0.76
1.850,7.62000E-6,10,1.02
1.900,8.89000E-6,11,1.02
1.950,9.52500E-6,12,1.02
2.000,1.01600E-5,13,1.02
2.050,1.14300E-5,14,1.02
2.100,1.20650E-5,15,0.89
2.150,1.27000E-5,15,0.63
2.200,1.33350E-5,17,0.51
2.250,1.33350E-5,16,0.51
2.300,1.39700E-5,17,0.63
2.350,1.46050E-5,17,0.76
2.400,1.52400E-5,18,0.64
2.450,1.58750E-5,19,0.38
2.500,1.58750E-5,20,0.25
2.550,1.58750E-5,19,0.25
2.600,1.65100E-5,20,0.38
2.650,1.65100E-5,20,0.38
2.700,1.71450E-5,20,0.25
2.750,1.71450E-5,21,0.13
2.800,1.71450E-5,21,0.13
2.850,1.71450E-5,22,0.25
2.900,1.77800E-5,21,0.38
2.950,1.77800E-5,21,0.38
3.000,1.84150E-5,22,0.25
3.050,1.84150E-5,23,0.13
3.100,1.84150E-5,22,0.13
3.150,1.84150E-5,22,0.25
3.200,1.90500E-5,22,0.38
3.250,1.90500E-5,23,0.38
3.300,1.96850E-5,24,0.38
3.350,1.96850E-5,25,0.38
3.400,2.03200E-5,25,0.38
3.450,2.03200E-5,25,0.38
3.500,2.09550E-5,25,0.38
3.550,2.09550E-5,26,0.38
3.600,2.15900E-5,26,0.38
3.650,2.15900E-5,27,0.51
3.700,2.22250E-5,27,0.51
3.750,2.28600E-5,27,0.51
3.800,2.28600E-5,28,0.51
3.850,2.34950E-5,29,0.76
3.900,2.41300E-5,30,1.14
3.950,2.54000E-5,31,1.40
4.000,2.66700E-5,32,1.40
4.050,2.79400E-5,33,1.02
4.100,2.85750E-5,35,0.51
4.150,2.85750E-5,35,0.13
4.200,2.85750E-5,35,0.13
4.250,2.85750E-5,34,0.38
4.300,2.92100E-5,36,0.51
4.350,2.98450E-5,36,0.51
4.400,2.98450E-5,37,0.38
4.450,3.04800E-5,37,0.38
4.500,3.04800E-5,38,0.38
4.550,3.11150E-5,38,0.38
4.600,3.11150E-5,38,0.38
4.650,3.17500E-5,38,0.38
4.700,3.17500E-5,39,0.38
4.750,3.23850E-5,39,0.38
4.800,3.23850E-5,39,0.38
4.850,3.30200E-5,39,0.38
4.900,3.30200E-5,40,0.51
4.950,3.36550E-5,41,0.51
5.000,3.42900E-5,41,0.51
5.050,3.42900E-5,41,0.38
5.100,3.49250E-5,42,0.38
5.150,3.49250E-5,42,0.38
5.200,3.55600E-5,43,0.38
5.250,3.55600E-5,43,0.51
5.300,3.61950E-5,44,0.51
5.350,3.68300E-5,43,0.51
5.400,3.68300E-5,44,0.38
5.450,3.74650E-5,45,0.38
5.500,3.74650E-5,45,0.38
5.550,3.81000E-5,45,0.38
5.600,3.81000E-5,46,0.38
5.650,3.87350E-5,46,0.38
5.700,3.87350E-5,47,0.51
5.750,3.93700E-5,47,0.64
5.800,4.00050E-5,48,0.64
5.850,4.06400E-5,48,0.38
5.900,4.06400E-5,49,0.25
5.950,4.06400E-5,49,0.25
6.000,4.12750E-5,49,0.25
6.050,4.12750E-5,50,0.25
6.100,4.12750E-5,49,0.25
6.150,4.19100E-5,50,0.25
6.200,4.19100E-5,50,0.13
6.250,4.19100E-5,50,0.13
6.300,4.19100E-5,50,0.38
6.350,4.25450E-5,52,0.64
6.400,4.31800E-5,52,0.64
6.450,4.38150E-5,52,0.51
6.500,4.38150E-5,53,0.38
6.550,4.44500E-5,52,0.38
6.600,4.44500E-5,53,0.38
6.650,4.50850E-5,54,0.38
6.700,4.50850E-5,55,0.51
6.750,4.57200E-5,55,0.51
6.800,4.63550E-5,55,0.51
6.850,4.63550E-5,56,0.51
6.900,4.69900E-5,56,0.51
6.950,4.76250E-5,57,0.51
7.000,4.76250E-5,57,0.38
7.050,4.82600E-5,58,0.38
7.100,4.82600E-5,58,0.38
7.150,4.88950E-5,58,0.38
7.200,4.88950E-5,59,0.51
7.250,4.95300E-5,59,0.51
7.300,5.01650E-5,60,0.51
7.350,5.01650E-5,61,0.51
7.400,5.08000E-5,61,0.51
7.450,5.14350E-5,61,0.51
7.500,5.14350E-5,62,0.38
7.550,5.20700E-5,62,0.25
7.600,5.20700E-5,62,0.25
7.650,5.20700E-5,62,0.38
7.700,5.27050E-5,63,0.51
7.750,5.33400E-5,64,0.51
7.800,5.33400E-5,64,0.38
7.850,5.39750E-5,64,0.38
7.900,5.39750E-5,65,0.38
7.950,5.46100E-5,65,0.25
8.000,5.46100E-5,65,0.25
8.050,5.46100E-5,66,0.25
8.100,5.52450E-5,66,0.25
8.150,5.52450E-5,66,0.25
8.200,5.52450E-5,66,0.25
8.250,5.58800E-5,67,0.38
8.300,5.58800E-5,67,0.51
8.350,5.65150E-5,67,0.51
8.400,5.71500E-5,68,0.38
8.450,5.71500E-5,68,0.25
8.500,5.71500E-5,69,0.25
8.550,5.77850E-5,69,0.25
8.600,5.77850E-5,69,0.25
8.650,5.77850E-5,70,0.25
8.700,5.84200E-5,71,0.38
8.750,5.84200E-5,70,0.38
8.800,5.90550E-5,70,0.25
8.850,5.90550E-5,71,0.25
8.900,5.90550E-5,71,0.25
8.950,5.96900E-5,71,0.38
9.000,5.96900E-5,71,0.38
9.050,6.03250E-5,72,0.25
9.100,6.03250E-5,72,0.25
9.150,6.03250E-5,73,0.25
9.200,6.09600E-5,72,0.25
9.250,6.09600E-5,73,0.25
9.300,6.09600E-5,74,0.25
9.350,6.15950E-5,74,0.38
9.400,6.15950E-5,74,0.38
9.450,6.22300E-5,74,0.38
9.500,6.22300E-5,75,0.38
9.550,6.28650E-5,75,0.25
9.600,6.28650E-5,75,0.25
9.650,6.28650E-5,75,0.25
9.700,6.35000E-5,77,0.25
9.750,6.35000E-5,77,0.25
9.800,6.35000E-5,77,0.25
9.850,6.41350E-5,77,0.25
9.900,6.41350E-5,77,0.13
9.950,6.41350E-5,77,0.13
10.000,6.41350E-5,77,0.25
10.050,6.47700E-5,78,0.38
10.100,6.47700E-5,78,0.38
10.150,6.54050E-5,79,0.25
10.200,6.54050E-5,78,0.25
10.250,6.54050E-5,78,0.25
10.300,6.60400E-5,79,0.25
10.350,6.60400E-5,79,0.25
10.400,6.60400E-5,80,0.25
10.450,6.66750E-5,79,0.25
10.500,6.66750E-5,80,0.25
10.550,6.66750E-5,80,0.25
10.600,6.73100E-5,81,0.25
10.650,6.73100E-5,81,0.25
10.700,6.73100E-5,81,0.38
10.750,6.79450E-5,81,0.51
10.800,6.85800E-5,82,0.38
10.850,6.85800E-5,82,0.13
10.900,6.85800E-5,82,0.13
10.950,6.85800E-5,83,0.25
11.000,6.92150E-5,83,0.38
11.050,6.92150E-5,83,0.38
11.100,6.98500E-5,84,0.25
11.150,6.98500E-5,83,0.25
11.200,6.98500E-5,84,0.25
11.250,7.04850E-5,84,0.25
11.300,7.04850E-5,84,0.25
11.350,7.04850E-5,85,0.25
11.400,7.11200E-5,85,0.25
11.450,7.11200E-5,85,0.25
11.500,7.11200E-5,85,0.25
11.550,7.17550E-5,86,0.25
11.600,7.17550E-5,86,0.13
11.650,7.17550E-5,86,0.13
11.700,7.17550E-5,86,0.38
11.750,7.23900E-5,86,0.51
11.800,7.30250E-5,87,0.51
11.850,7.30250E-5,88,0.38
11.900,7.36600E-5,88,0.25
11.950,7.36600E-5,88,0.25
12.000,7.36600E-5,89,0.38
12.050,7.42950E-5,89,0.51
12.100,7.49300E-5,89,0.51
12.150,7.49300E-5,91,0.38
12.200,7.55650E-5,90,0.38
12.250,7.55650E-5,90,0.38
12.300,7.62000E-5,91,0.25
12.350,7.62000E-5,92,0.25
12.400,7.62000E-5,92,0.25
12.450,7.68350E-5,92,0.25
12.500,7.68350E-5,92,0.25
12.550,7.68350E-5,93,0.25
