"Tiempo (s) Serie Nº 1","Posición (m) Serie Nº 1","Fuerza (N) Serie Nº 1","Velocidad (mm/min) Serie Nº 1"
0.000,0.00000,0,
0.050,0.00000,0,0.00
0.100,0.00000,0,0.00
0.150,0.00000,1,0.00
0.200,0.00000,1,0.00
0.250,0.00000,1,0.00
0.300,0.00000,0,0.00
0.350,0.00000,0,0.00
0.400,0.00000,1,0.00
0.450,0.00000,1,0.00
0.500,0.00000,0,0.00
0.550,0.00000,0,0.00
0.600,0.00000,1,0.00
0.650,0.00000,0,0.00
0.700,0.00000,1,0.00
0.750,0.00000,1,0.00
0.800,0.00000,1,0.00
0.850,0.00000,0,0.00
0.900,0.00000,0,0.00
0.950,0.00000,1,0.00
1.000,0.00000,1,0.00
1.050,0.00000,0,0.00
1.100,0.00000,0,0.00
1.150,0.00000,0,0.00
1.200,0.00000,1,0.00
1.250,0.00000,0,0.00
1.300,0.00000,0,0.00
1.350,0.00000,0,0.00
1.400,0.00000,0,0.00
1.450,0.00000,1,0.00
1.500,0.00000,1,0.00
1.550,0.00000,0,0.00
1.600,0.00000,0,0.00
1.650,0.00000,1,0.00
1.700,0.00000,0,0.00
1.750,0.00000,0,0.00
1.800,0.00000,1,0.00
1.850,0.00000,1,0.00
1.900,0.00000,1,0.00
1.950,0.00000,1,0.00
2.000,0.00000,0,0.00
2.050,0.00000,1,0.00
2.100,0.00000,1,0.00
2.150,0.00000,1,0.00
2.200,0.00000,1,0.00
2.250,0.00000,1,0.00
2.300,0.00000,1,0.00
2.350,0.00000,1,0.00
2.400,0.00000,1,0.00
2.450,0.00000,1,0.00
2.500,0.00000,1,0.00
2.550,0.00000,0,0.00
2.600,0.00000,0,0.00
2.650,0.00000,0,0.00
2.700,0.00000,0,0.00
2.750,0.00000,0,0.00
2.800,0.00000,1,0.00
2.850,0.00000,0,0.00
2.900,0.00000,1,0.00
2.950,0.00000,1,0.00
3.000,0.00000,1,0.00
3.050,0.00000,1,0.00
3.100,0.00000,1,0.00
3.150,0.00000,0,0.00
3.200,0.00000,1,0.00
3.250,0.00000,0,0.00
3.300,0.00000,1,0.00
3.350,0.00000,1,0.00
3.400,0.00000,0,0.00
3.450,0.00000,1,0.00
3.500,0.00000,0,0.00
3.550,0.00000,0,0.00
3.600,0.00000,1,0.00
3.650,0.00000,0,0.00
3.700,0.00000,0,0.00
3.750,0.00000,1,0.00
3.800,0.00000,1,0.00
3.850,0.00000,0,0.00
3.900,0.00000,1,0.00
3.950,0.00000,1,0.00
4.000,0.00000,1,0.00
4.050,0.00000,1,0.00
4.100,0.00000,1,0.00
4.150,0.00000,0,0.00
4.200,0.00000,1,0.00
4.250,0.00000,1,0.00
4.300,0.00000,1,0.00
4.350,0.00000,0,0.00
4.400,0.00000,1,0.00
4.450,0.00000,1,0.00
4.500,0.00000,0,0.00
4.550,0.00000,1,0.00
4.600,0.00000,1,0.00
4.650,0.00000,1,0.00
4.700,0.00000,0,0.00
4.750,0.00000,2,0.00
4.800,0.00000,1,0.00
4.850,0.00000,1,0.00
4.900,0.00000,0,0.00
4.950,0.00000,1,0.00
5.000,0.00000,1,0.00
5.050,0.00000,1,0.00
5.100,0.00000,0,0.00
5.150,0.00000,1,0.00
5.200,0.00000,1,0.00
5.250,0.00000,2,0.00
5.300,0.00000,1,0.00
5.350,0.00000,1,0.00
5.400,0.00000,1,0.00
5.450,0.00000,1,0.00
5.500,0.00000,1,0.00
5.550,0.00000,0,0.00
5.600,0.00000,1,0.00
5.650,0.00000,1,0.13
5.700,0.00000,1,0.38
5.750,6.35000E-7,2,0.63
5.800,1.27000E-6,5,0.76
5.850,1.90500E-6,7,0.63
5.900,2.54000E-6,8,0.38
5.950,2.54000E-6,9,0.13
6.000,2.54000E-6,9,0.13
6.050,2.54000E-6,10,0.25
6.100,3.17500E-6,10,0.25
6.150,3.17500E-6,11,0.13
6.200,3.17500E-6,12,0.00
6.250,3.17500E-6,12,0.13
6.300,3.17500E-6,12,0.25
6.350,3.81000E-6,12,0.25
6.400,3.81000E-6,12,0.13
6.450,3.81000E-6,12,0.00
6.500,3.81000E-6,12,0.00
6.550,3.81000E-6,12,0.00
6.600,3.81000E-6,12,0.00
6.650,3.81000E-6,13,0.00
6.700,3.81000E-6,13,0.00
6.750,3.81000E-6,12,0.00
6.800,3.81000E-6,12,0.13
6.850,3.81000E-6,13,0.25
6.900,4.44500E-6,13,0.25
6.950,4.44500E-6,14,0.25
7.000,4.44500E-6,15,0.25
7.050,5.08000E-6,16,0.25
7.100,5.08000E-6,16,0.25
7.150,5.08000E-6,17,0.25
7.200,5.71500E-6,17,0.25
7.250,5.71500E-6,18,0.13
7.300,5.71500E-6,19,0.00
7.350,5.71500E-6,20,0.00
7.400,5.71500E-6,19,0.00
7.450,5.71500E-6,19,0.00
7.500,5.71500E-6,19,0.00
7.550,5.71500E-6,19,0.00
7.600,5.71500E-6,19,0.13
7.650,5.71500E-6,19,0.25
7.700,6.35000E-6,20,0.25
7.750,6.35000E-6,19,0.13
7.800,6.35000E-6,19,0.00
7.850,6.35000E-6,20,0.13
7.900,6.35000E-6,19,0.25
7.950,6.98500E-6,21,0.25
8.000,6.98500E-6,21,0.13
8.050,6.98500E-6,22,0.00
8.100,6.98500E-6,23,0.00
8.150,6.98500E-6,23,0.13
8.200,6.98500E-6,23,0.25
8.250,7.62000E-6,22,0.25
8.300,7.62000E-6,23,0.13
8.350,7.62000E-6,24,0.00
8.400,7.62000E-6,24,0.00
8.450,7.62000E-6,24,0.00
8.500,7.62000E-6,25,0.00
8.550,7.62000E-6,25,0.00
8.600,7.62000E-6,25,0.00
8.650,7.62000E-6,25,0.00
8.700,7.62000E-6,25,0.00
8.750,7.62000E-6,25,0.00
8.800,7.62000E-6,25,0.13
8.850,7.62000E-6,26,0.25
8.900,8.25500E-6,25,0.25
8.950,8.25500E-6,25,0.13
9.000,8.25500E-6,26,0.00
9.050,8.25500E-6,26,0.00
9.100,8.25500E-6,26,0.00
9.150,8.25500E-6,26,0.00
9.200,8.25500E-6,26,0.00
9.250,8.25500E-6,26,0.00
9.300,8.25500E-6,27,0.13
9.350,8.25500E-6,27,0.25
9.400,8.89000E-6,27,0.25
9.450,8.89000E-6,28,0.13
9.500,8.89000E-6,29,0.13
9.550,8.89000E-6,29,0.25
9.600,9.52500E-6,29,0.38
9.650,9.52500E-6,30,0.38
9.700,1.01600E-5,32,0.25
9.750,1.01600E-5,32,0.25
9.800,1.01600E-5,32,0.38
9.850,1.07950E-5,34,1.02
9.900,1.14300E-5,37,1.91
9.950,1.39700E-5,43,2.29
10.000,1.65100E-5,52,1.78
10.050,1.71450E-5,56,0.76
10.100,1.71450E-5,56,0.13
10.150,1.71450E-5,56,0.00
10.200,1.71450E-5,56,0.00
10.250,1.71450E-5,56,0.00
10.300,1.71450E-5,55,0.00
10.350,1.71450E-5,55,0.00
10.400,1.71450E-5,55,0.00
10.450,1.71450E-5,55,0.00
10.500,1.71450E-5,56,0.00
10.550,1.71450E-5,55,0.00
10.600,1.71450E-5,55,0.00
10.650,1.71450E-5,55,0.00
10.700,1.71450E-5,55,0.00
10.750,1.71450E-5,55,0.00
10.800,1.71450E-5,55,0.00
10.850,1.71450E-5,55,0.00
10.900,1.71450E-5,55,0.00
10.950,1.71450E-5,55,0.00
11.000,1.71450E-5,55,0.00
11.050,1.71450E-5,55,0.00
11.100,1.71450E-5,54,0.00
11.150,1.71450E-5,55,0.00
11.200,1.71450E-5,56,0.00
11.250,1.71450E-5,55,0.00
11.300,1.71450E-5,54,0.00
11.350,1.71450E-5,55,0.00
11.400,1.71450E-5,55,0.00
11.450,1.71450E-5,55,0.00
11.500,1.71450E-5,55,0.00
11.550,1.71450E-5,55,0.00
11.600,1.71450E-5,55,0.00
11.650,1.71450E-5,55,0.00
11.700,1.71450E-5,55,0.00
11.750,1.71450E-5,55,0.00
11.800,1.71450E-5,55,0.00
11.850,1.71450E-5,55,0.00
11.900,1.71450E-5,55,0.00
11.950,1.71450E-5,55,0.00
12.000,1.71450E-5,55,0.00
12.050,1.71450E-5,55,0.00
12.100,1.71450E-5,55,0.00
12.150,1.71450E-5,55,0.00
12.200,1.71450E-5,55,0.00
12.250,1.71450E-5,55,0.00
12.300,1.71450E-5,55,0.00
12.350,1.71450E-5,55,0.00
12.400,1.71450E-5,55,0.00
12.450,1.71450E-5,55,0.00
12.500,1.71450E-5,55,0.00
12.550,1.71450E-5,54,0.00
12.600,1.71450E-5,55,0.00
12.650,1.71450E-5,54,0.00
12.700,1.71450E-5,55,0.00
12.750,1.71450E-5,54,0.00
12.800,1.71450E-5,54,0.00
12.850,1.71450E-5,55,0.00
12.900,1.71450E-5,54,0.00
12.950,1.71450E-5,54,0.00
13.000,1.71450E-5,55,0.00
13.050,1.71450E-5,55,0.00
13.100,1.71450E-5,54,0.00
13.150,1.71450E-5,55,0.00
13.200,1.71450E-5,54,0.00
13.250,1.71450E-5,54,0.00
13.300,1.71450E-5,54,0.00
