"Tiempo (s) Serie Nº 1","Posición (m) Serie Nº 1","Fuerza (N) Serie Nº 1","Velocidad (mm/min) Serie Nº 1"
22.900,1.53670E-4,561,0.13
22.950,1.53670E-4,562,0.25
23.000,1.54305E-4,561,0.25
23.050,1.54305E-4,562,0.13
23.100,1.54305E-4,563,0.00
23.150,1.54305E-4,563,0.00
23.200,1.54305E-4,563,0.00
23.250,1.54305E-4,563,0.13
23.300,1.54305E-4,564,0.25
23.350,1.54940E-4,565,0.25
23.400,1.54940E-4,565,0.13
23.450,1.54940E-4,565,0.00
23.500,1.54940E-4,565,0.00
23.550,1.54940E-4,566,0.00
23.600,1.54940E-4,566,0.13
23.650,1.54940E-4,567,0.25
23.700,1.55575E-4,567,0.25
23.750,1.55575E-4,568,0.13
23.800,1.55575E-4,569,0.13
23.850,1.55575E-4,569,0.25
23.900,1.56210E-4,571,0.25
23.950,1.56210E-4,572,0.25
24.000,1.56210E-4,573,0.25
24.050,1.56845E-4,573,0.25
24.100,1.56845E-4,574,0.13
24.150,1.56845E-4,574,0.00
24.200,1.56845E-4,576,0.00
24.250,1.56845E-4,575,0.13
24.300,1.56845E-4,577,0.25
24.350,1.57480E-4,576,0.25
24.400,1.57480E-4,576,0.13
24.450,1.57480E-4,577,0.00
24.500,1.57480E-4,577,0.00
24.550,1.57480E-4,577,0.00
24.600,1.57480E-4,577,0.00
24.650,1.57480E-4,578,0.00
24.700,1.57480E-4,578,0.13
24.750,1.57480E-4,578,0.25
24.800,1.58115E-4,579,0.25
24.850,1.58115E-4,580,0.13
24.900,1.58115E-4,580,0.13
24.950,1.58115E-4,581,0.25
25.000,1.58750E-4,582,0.25
25.050,1.58750E-4,584,0.13
25.100,1.58750E-4,584,0.00
25.150,1.58750E-4,584,0.13
25.200,1.58750E-4,585,0.25
25.250,1.59385E-4,585,0.25
25.300,1.59385E-4,586,0.13
25.350,1.59385E-4,587,0.00
25.400,1.59385E-4,587,0.13
25.450,1.59385E-4,588,0.25
25.500,1.60020E-4,588,0.25
25.550,1.60020E-4,589,0.13
25.600,1.60020E-4,590,0.00
25.650,1.60020E-4,590,0.13
25.700,1.60020E-4,591,0.25
25.750,1.60655E-4,591,0.25
25.800,1.60655E-4,593,0.25
25.850,1.60655E-4,593,0.25
25.900,1.61290E-4,596,0.38
25.950,1.61290E-4,597,0.38
26.000,1.61925E-4,598,0.38
26.050,1.61925E-4,600,0.38
26.100,1.62560E-4,601,0.25
26.150,1.62560E-4,602,0.13
26.200,1.62560E-4,602,0.13
26.250,1.62560E-4,603,0.25
26.300,1.63195E-4,604,0.38
26.350,1.63195E-4,606,0.38
26.400,1.63830E-4,608,0.38
26.450,1.63830E-4,609,0.38
26.500,1.64465E-4,610,0.25
26.550,1.64465E-4,610,0.13
26.600,1.64465E-4,611,0.00
26.650,1.64465E-4,612,0.00
26.700,1.64465E-4,611,0.00
26.750,1.64465E-4,611,0.00
26.800,1.64465E-4,612,0.00
26.850,1.64465E-4,611,0.00
26.900,1.64465E-4,612,0.00
26.950,1.64465E-4,612,0.00
