"Tiempo (s) Serie Nº 1","Posición (m) Serie Nº 1","Fuerza (N) Serie Nº 1","Velocidad (mm/min) Serie Nº 1"
15.650,7.36600E-5,105,0.13
15.700,7.36600E-5,106,0.00
15.750,7.36600E-5,106,0.13
15.800,7.36600E-5,106,0.25
15.850,7.42950E-5,105,0.25
15.900,7.42950E-5,106,0.25
15.950,7.42950E-5,106,0.25
16.000,7.49300E-5,107,0.25
16.050,7.49300E-5,107,0.13
16.100,7.49300E-5,108,0.00
16.150,7.49300E-5,107,0.00
16.200,7.49300E-5,108,0.13
16.250,7.49300E-5,107,0.25
16.300,7.55650E-5,107,0.25
16.350,7.55650E-5,108,0.13
16.400,7.55650E-5,108,0.13
16.450,7.55650E-5,109,0.25
16.500,7.62000E-5,108,0.38
16.550,7.62000E-5,109,0.38
16.600,7.68350E-5,109,0.25
16.650,7.68350E-5,110,0.25
16.700,7.68350E-5,110,0.25
16.750,7.74700E-5,110,0.25
16.800,7.74700E-5,111,0.25
16.850,7.74700E-5,112,0.25
16.900,7.81050E-5,112,0.25
16.950,7.81050E-5,112,0.25
17.000,7.81050E-5,112,0.25
17.050,7.87400E-5,113,0.25
17.100,7.87400E-5,113,0.25
17.150,7.87400E-5,113,0.25
17.200,7.93750E-5,114,0.25
17.250,7.93750E-5,113,0.13
17.300,7.93750E-5,114,0.13
17.350,7.93750E-5,114,0.25
17.400,8.00100E-5,114,0.25
17.450,8.00100E-5,115,0.25
17.500,8.00100E-5,115,0.25
17.550,8.06450E-5,115,0.25
17.600,8.06450E-5,116,0.25
17.650,8.06450E-5,116,0.25
17.700,8.12800E-5,117,0.38
17.750,8.12800E-5,116,0.38
17.800,8.19150E-5,117,0.51
17.850,8.19150E-5,117,0.89
17.900,8.31850E-5,119,1.02
17.950,8.44550E-5,121,0.76
18.000,8.44550E-5,122,0.25
18.050,8.44550E-5,122,0.00
18.100,8.44550E-5,122,0.00
18.150,8.44550E-5,122,0.00
18.200,8.44550E-5,122,0.00
18.250,8.44550E-5,122,0.13
18.300,8.44550E-5,122,0.25
18.350,8.50900E-5,122,0.25
18.400,8.50900E-5,122,0.13
18.450,8.50900E-5,122,0.00
18.500,8.50900E-5,123,0.00
18.550,8.50900E-5,123,0.00
18.600,8.50900E-5,123,0.13
18.650,8.50900E-5,123,0.25
18.700,8.57250E-5,123,0.38
18.750,8.57250E-5,123,0.38
18.800,8.63600E-5,124,0.25
18.850,8.63600E-5,124,0.25
18.900,8.63600E-5,125,0.25
18.950,8.69950E-5,125,0.25
19.000,8.69950E-5,125,0.25
19.050,8.69950E-5,125,0.25
19.100,8.76300E-5,127,0.25
19.150,8.76300E-5,127,0.25
19.200,8.76300E-5,127,0.25
19.250,8.82650E-5,127,0.25
19.300,8.82650E-5,127,0.25
19.350,8.82650E-5,128,0.25
19.400,8.89000E-5,128,0.25
19.450,8.89000E-5,128,0.13
19.500,8.89000E-5,129,0.13
19.550,8.89000E-5,129,0.25
19.600,8.95350E-5,129,0.25
19.650,8.95350E-5,129,0.13
19.700,8.95350E-5,129,0.00
19.750,8.95350E-5,129,0.00
19.800,8.95350E-5,130,0.00
19.850,8.95350E-5,129,0.13
19.900,8.95350E-5,129,0.25
19.950,9.01700E-5,130,0.25
20.000,9.01700E-5,130,0.13
20.050,9.01700E-5,130,0.13
20.100,9.01700E-5,131,0.25
20.150,9.08050E-5,130,0.25
20.200,9.08050E-5,131,0.25
20.250,9.08050E-5,132,0.25
20.300,9.14400E-5,132,0.38
20.350,9.14400E-5,133,0.38
20.400,9.20750E-5,133,0.38
20.450,9.20750E-5,133,0.38
20.500,9.27100E-5,133,0.25
20.550,9.27100E-5,134,0.13
20.600,9.27100E-5,135,0.00
20.650,9.27100E-5,134,0.00
20.700,9.27100E-5,134,0.00
20.750,9.27100E-5,135,0.13
20.800,9.27100E-5,134,0.25
20.850,9.33450E-5,134,0.25
20.900,9.33450E-5,135,0.13
20.950,9.33450E-5,135,0.00
21.000,9.33450E-5,135,0.13
21.050,9.33450E-5,135,0.25
21.100,9.39800E-5,136,0.38
21.150,9.39800E-5,136,0.38
21.200,9.46150E-5,136,0.25
21.250,9.46150E-5,136,0.13
21.300,9.46150E-5,137,0.13
21.350,9.46150E-5,137,0.25
21.400,9.52500E-5,138,0.25
21.450,9.52500E-5,138,0.25
21.500,9.52500E-5,138,0.25
21.550,9.58850E-5,139,0.25
21.600,9.58850E-5,138,0.25
21.650,9.58850E-5,139,0.25
21.700,9.65200E-5,139,0.25
21.750,9.65200E-5,139,0.25
21.800,9.65200E-5,140,0.25
21.850,9.71550E-5,140,0.51
21.900,9.71550E-5,140,0.89
21.950,9.84250E-5,143,1.02
22.000,9.96950E-5,144,0.76
22.050,9.96950E-5,144,0.25
22.100,9.96950E-5,145,0.00
22.150,9.96950E-5,144,0.00
22.200,9.96950E-5,145,0.00
22.250,9.96950E-5,145,0.13
22.300,9.96950E-5,145,0.25
22.350,1.00330E-4,145,0.38
22.400,1.00330E-4,146,0.38
22.450,1.00965E-4,147,0.25
22.500,1.00965E-4,147,0.13
22.550,1.00965E-4,146,0.00
22.600,1.00965E-4,147,0.13
22.650,1.00965E-4,147,0.25
22.700,1.01600E-4,147,0.25
22.750,1.01600E-4,147,0.13
22.800,1.01600E-4,147,0.00
22.850,1.01600E-4,148,0.00
22.900,1.01600E-4,148,0.13
22.950,1.01600E-4,148,0.25
23.000,1.02235E-4,149,0.25
23.050,1.02235E-4,148,0.13
23.100,1.02235E-4,148,0.00
23.150,1.02235E-4,149,0.13
23.200,1.02235E-4,148,0.25
23.250,1.02870E-4,149,0.25
23.300,1.02870E-4,149,0.25
23.350,1.02870E-4,150,0.25
23.400,1.03505E-4,150,0.25
23.450,1.03505E-4,151,0.13
23.500,1.03505E-4,150,0.13
23.550,1.03505E-4,151,0.25
23.600,1.04140E-4,151,0.25
23.650,1.04140E-4,151,0.13
23.700,1.04140E-4,151,0.00
23.750,1.04140E-4,152,0.13
23.800,1.04140E-4,151,0.25
23.850,1.04775E-4,152,0.25
23.900,1.04775E-4,152,0.13
23.950,1.04775E-4,152,0.00
24.000,1.04775E-4,152,0.00
24.050,1.04775E-4,153,0.13
24.100,1.04775E-4,152,0.38
24.150,1.05410E-4,153,0.51
24.200,1.06045E-4,154,0.51
24.250,1.06045E-4,154,0.38
24.300,1.06680E-4,155,0.25
24.350,1.06680E-4,155,0.13
24.400,1.06680E-4,155,0.00
24.450,1.06680E-4,156,0.00
24.500,1.06680E-4,156,0.00
24.550,1.06680E-4,155,0.00
24.600,1.06680E-4,155,0.13
24.650,1.06680E-4,156,0.25
24.700,1.07315E-4,156,0.38
24.750,1.07315E-4,157,0.38
24.800,1.07950E-4,158,0.38
24.850,1.07950E-4,158,0.51
24.900,1.08585E-4,158,0.76
24.950,1.09220E-4,159,1.02
25.000,1.10490E-4,161,0.89
25.050,1.11125E-4,163,0.51
25.100,1.11125E-4,163,0.13
25.150,1.11125E-4,162,0.00
25.200,1.11125E-4,162,0.00
25.250,1.11125E-4,163,0.00
25.300,1.11125E-4,162,0.00
25.350,1.11125E-4,163,0.13
25.400,1.11125E-4,162,0.25
25.450,1.11760E-4,163,0.25
25.500,1.11760E-4,163,0.13
25.550,1.11760E-4,163,0.00
25.600,1.11760E-4,163,0.00
25.650,1.11760E-4,163,0.00
25.700,1.11760E-4,163,0.00
25.750,1.11760E-4,164,0.13
25.800,1.11760E-4,163,0.25
25.850,1.12395E-4,164,0.25
25.900,1.12395E-4,164,0.25
25.950,1.12395E-4,165,0.25
26.000,1.13030E-4,164,0.25
26.050,1.13030E-4,165,0.13
26.100,1.13030E-4,165,0.13
26.150,1.13030E-4,165,0.25
26.200,1.13665E-4,166,0.25
26.250,1.13665E-4,165,0.13
26.300,1.13665E-4,167,0.00
26.350,1.13665E-4,166,0.00
26.400,1.13665E-4,166,0.00
26.450,1.13665E-4,166,0.13
26.500,1.13665E-4,167,0.25
26.550,1.14300E-4,166,0.25
26.600,1.14300E-4,167,0.13
26.650,1.14300E-4,167,0.13
26.700,1.14300E-4,167,0.63
26.750,1.14935E-4,168,1.27
26.800,1.16840E-4,169,1.65
26.850,1.18110E-4,173,1.40
26.900,1.19380E-4,174,0.76
26.950,1.19380E-4,175,0.25
27.000,1.19380E-4,175,0.00
27.050,1.19380E-4,175,0.00
27.100,1.19380E-4,174,0.00
27.150,1.19380E-4,175,0.00
27.200,1.19380E-4,174,0.00
27.250,1.19380E-4,174,0.00
27.300,1.19380E-4,174,0.00
27.350,1.19380E-4,174,0.00
27.400,1.19380E-4,174,0.00
27.450,1.19380E-4,174,0.00
27.500,1.19380E-4,174,0.00
27.550,1.19380E-4,175,0.00
27.600,1.19380E-4,174,0.13
27.650,1.19380E-4,175,0.25
27.700,1.20015E-4,174,0.38
27.750,1.20015E-4,175,1.02
27.800,1.20650E-4,176,1.78
27.850,1.23825E-4,181,1.90
27.900,1.25095E-4,184,1.14
27.950,1.25095E-4,183,0.25
28.000,1.25095E-4,184,0.00
28.050,1.25095E-4,183,0.00
28.100,1.25095E-4,183,0.00
28.150,1.25095E-4,183,0.00
28.200,1.25095E-4,183,0.00
28.250,1.25095E-4,184,0.00
28.300,1.25095E-4,183,0.00
28.350,1.25095E-4,183,0.00
28.400,1.25095E-4,183,0.00
28.450,1.25095E-4,183,0.00
28.500,1.25095E-4,183,0.00
28.550,1.25095E-4,183,0.00
28.600,1.25095E-4,183,0.00
28.650,1.25095E-4,183,0.00
28.700,1.25095E-4,182,0.00
28.750,1.25095E-4,184,0.00
28.800,1.25095E-4,183,0.00
28.850,1.25095E-4,183,0.00
28.900,1.25095E-4,183,0.00
28.950,1.25095E-4,183,0.00
29.000,1.25095E-4,183,0.00
29.050,1.25095E-4,183,0.00
29.100,1.25095E-4,183,0.00
29.150,1.25095E-4,183,0.00
29.200,1.25095E-4,183,0.00
29.250,1.25095E-4,183,0.00
29.300,1.25095E-4,183,0.00
29.350,1.25095E-4,183,0.00
29.400,1.25095E-4,182,0.00
29.450,1.25095E-4,183,0.00
29.500,1.25095E-4,183,0.00
29.550,1.25095E-4,182,0.00
29.600,1.25095E-4,183,0.13
